,Target User,Compound Score,Positive Score,Negative Score,Neutral Score,Date & Time
344,FoxNews,0.7845,0.418,0.0,0.582,2018-10-01 16:57:10+00:00
345,FoxNews,-0.296,0.0,0.145,0.855,2018-10-01 16:53:58+00:00
346,FoxNews,0.0,0.0,0.0,1.0,2018-10-01 16:38:55+00:00
347,FoxNews,-0.1695,0.0,0.114,0.886,2018-10-01 16:15:03+00:00
348,FoxNews,0.3182,0.161,0.0,0.839,2018-10-01 16:12:10+00:00
349,FoxNews,0.6956,0.324,0.0,0.676,2018-10-01 16:06:24+00:00
350,FoxNews,-0.6808,0.0,0.228,0.772,2018-10-01 15:59:04+00:00
351,FoxNews,0.3612,0.217,0.0,0.783,2018-10-01 15:57:04+00:00
352,FoxNews,0.5859,0.304,0.0,0.696,2018-10-01 15:49:50+00:00
353,FoxNews,0.4019,0.172,0.0,0.828,2018-10-01 15:43:48+00:00
354,FoxNews,0.659,0.239,0.0,0.761,2018-10-01 15:42:29+00:00
355,FoxNews,0.7096,0.457,0.0,0.543,2018-10-01 15:42:21+00:00
356,FoxNews,0.6908,0.251,0.0,0.749,2018-10-01 15:42:09+00:00
357,FoxNews,0.4215,0.135,0.0,0.865,2018-10-01 15:38:35+00:00
358,FoxNews,0.4767,0.22,0.0,0.78,2018-10-01 15:35:37+00:00
359,FoxNews,0.3612,0.143,0.0,0.857,2018-10-01 15:29:53+00:00
360,FoxNews,0.4939,0.144,0.0,0.856,2018-10-01 15:29:05+00:00
361,FoxNews,0.8885,0.382,0.0,0.618,2018-10-01 15:26:49+00:00
362,FoxNews,0.7906,0.308,0.0,0.692,2018-10-01 15:23:59+00:00
363,FoxNews,0.4939,0.211,0.0,0.789,2018-10-01 15:19:53+00:00
364,FoxNews,0.7184,0.429,0.0,0.571,2018-10-01 15:19:01+00:00
365,FoxNews,0.0,0.0,0.0,1.0,2018-10-01 15:16:40+00:00
366,FoxNews,0.8807,0.531,0.0,0.469,2018-10-01 15:10:34+00:00
367,FoxNews,-0.3182,0.0,0.161,0.839,2018-10-01 15:03:41+00:00
368,FoxNews,0.3182,0.223,0.0,0.777,2018-10-01 14:56:48+00:00
369,FoxNews,-0.5106,0.0,0.264,0.736,2018-10-01 14:49:42+00:00
370,FoxNews,0.0772,0.067,0.0,0.933,2018-10-01 14:41:00+00:00
371,FoxNews,0.0,0.0,0.0,1.0,2018-10-01 14:34:00+00:00
372,FoxNews,0.8591,0.613,0.0,0.387,2018-10-01 14:31:39+00:00
373,FoxNews,-0.6705,0.0,0.429,0.571,2018-10-01 14:27:23+00:00
374,FoxNews,0.0,0.0,0.0,1.0,2018-10-01 14:24:01+00:00
375,FoxNews,-0.4019,0.0,0.153,0.847,2018-10-01 14:20:20+00:00
376,FoxNews,0.8481,0.291,0.0,0.709,2018-10-01 14:15:14+00:00
377,FoxNews,0.0,0.0,0.0,1.0,2018-10-01 14:09:18+00:00
378,FoxNews,0.6486,0.249,0.0,0.751,2018-10-01 14:07:06+00:00
379,FoxNews,0.0,0.0,0.0,1.0,2018-10-01 14:05:08+00:00
380,FoxNews,0.5423,0.333,0.0,0.667,2018-10-01 14:04:22+00:00
381,FoxNews,0.0,0.0,0.0,1.0,2018-10-01 13:58:14+00:00
382,FoxNews,0.5859,0.226,0.0,0.774,2018-10-01 13:58:09+00:00
383,FoxNews,0.4466,0.268,0.0,0.732,2018-10-01 13:54:36+00:00
384,FoxNews,0.0,0.0,0.0,1.0,2018-10-01 13:54:18+00:00
385,FoxNews,0.694,0.489,0.0,0.511,2018-10-01 13:27:22+00:00
386,FoxNews,0.4019,0.316,0.196,0.489,2018-10-01 13:23:35+00:00
387,FoxNews,-0.4939,0.175,0.349,0.476,2018-10-01 13:15:48+00:00
388,FoxNews,0.1027,0.142,0.121,0.737,2018-10-01 12:45:00+00:00
389,FoxNews,0.743,0.327,0.0,0.673,2018-10-01 12:30:01+00:00
390,FoxNews,0.0,0.0,0.0,1.0,2018-10-01 12:19:47+00:00
391,FoxNews,0.0,0.0,0.0,1.0,2018-10-01 12:12:42+00:00
392,FoxNews,0.0,0.0,0.0,1.0,2018-10-01 12:05:00+00:00
393,FoxNews,0.5574,0.265,0.0,0.735,2018-10-01 11:58:00+00:00
394,FoxNews,0.5106,0.191,0.0,0.809,2018-10-01 11:45:00+00:00
395,FoxNews,0.0,0.0,0.0,1.0,2018-10-01 11:30:00+00:00
396,FoxNews,0.0,0.0,0.0,1.0,2018-10-01 11:20:00+00:00
397,FoxNews,0.0,0.0,0.0,1.0,2018-10-01 11:15:00+00:00
398,FoxNews,0.2732,0.123,0.0,0.877,2018-10-01 11:05:00+00:00
399,FoxNews,0.0,0.0,0.0,1.0,2018-10-01 10:56:33+00:00
400,nytimes,0.0,0.0,0.0,1.0,2018-10-01 22:17:04+00:00
401,nytimes,-0.1901,0.0,0.127,0.873,2018-10-01 22:06:42+00:00
402,nytimes,-0.1779,0.101,0.13,0.769,2018-10-01 22:05:09+00:00
403,nytimes,-0.0516,0.0,0.066,0.934,2018-10-01 22:01:30+00:00
404,nytimes,0.0,0.0,0.0,1.0,2018-10-01 21:59:07+00:00
405,nytimes,0.0,0.0,0.0,1.0,2018-10-01 21:56:03+00:00
406,nytimes,0.0772,0.163,0.107,0.73,2018-10-01 21:53:36+00:00
407,nytimes,0.3506,0.13,0.072,0.798,2018-10-01 21:51:39+00:00
408,nytimes,0.0,0.0,0.0,1.0,2018-10-01 21:46:39+00:00
409,nytimes,0.34,0.103,0.0,0.897,2018-10-01 21:39:45+00:00
410,nytimes,-0.5106,0.0,0.142,0.858,2018-10-01 21:34:58+00:00
411,nytimes,-0.4404,0.0,0.139,0.861,2018-10-01 21:30:57+00:00
412,nytimes,0.0,0.0,0.0,1.0,2018-10-01 21:20:08+00:00
413,nytimes,0.0,0.0,0.0,1.0,2018-10-01 21:08:04+00:00
414,nytimes,-0.765,0.0,0.297,0.703,2018-10-01 20:58:02+00:00
415,nytimes,0.4404,0.116,0.0,0.884,2018-10-01 20:48:05+00:00
416,nytimes,0.7096,0.269,0.0,0.731,2018-10-01 20:38:06+00:00
417,nytimes,0.0516,0.057,0.0,0.943,2018-10-01 20:28:01+00:00
418,nytimes,-0.7096,0.058,0.276,0.667,2018-10-01 20:18:06+00:00
419,nytimes,0.0772,0.166,0.117,0.717,2018-10-01 20:08:18+00:00
420,nytimes,-0.6249,0.0,0.157,0.843,2018-10-01 19:58:03+00:00
421,nytimes,0.0,0.0,0.0,1.0,2018-10-01 19:48:07+00:00
422,nytimes,-0.7783,0.0,0.245,0.755,2018-10-01 19:38:03+00:00
423,nytimes,-0.802,0.0,0.387,0.613,2018-10-01 19:28:04+00:00
424,nytimes,-0.4767,0.06,0.143,0.797,2018-10-01 19:18:05+00:00
425,nytimes,0.3182,0.141,0.0,0.859,2018-10-01 19:08:03+00:00
426,nytimes,-0.6604,0.0,0.197,0.803,2018-10-01 18:58:05+00:00
427,nytimes,-0.8402,0.0,0.333,0.667,2018-10-01 18:48:06+00:00
428,nytimes,0.0,0.0,0.0,1.0,2018-10-01 18:40:12+00:00
429,nytimes,0.0,0.0,0.0,1.0,2018-10-01 18:28:06+00:00
430,nytimes,0.3254,0.104,0.0,0.896,2018-10-01 18:17:50+00:00
431,nytimes,0.0,0.0,0.0,1.0,2018-10-01 18:15:05+00:00
432,nytimes,0.765,0.292,0.0,0.708,2018-10-01 18:08:05+00:00
433,nytimes,0.25,0.111,0.0,0.889,2018-10-01 17:58:03+00:00
434,nytimes,0.0,0.0,0.0,1.0,2018-10-01 17:48:08+00:00
435,nytimes,-0.6249,0.0,0.157,0.843,2018-10-01 17:38:04+00:00
436,nytimes,0.0,0.0,0.0,1.0,2018-10-01 17:28:02+00:00
437,nytimes,0.0772,0.061,0.0,0.939,2018-10-01 17:18:03+00:00
438,nytimes,-0.3612,0.0,0.116,0.884,2018-10-01 17:08:03+00:00
439,nytimes,-0.0772,0.0,0.091,0.909,2018-10-01 16:58:05+00:00
440,nytimes,-0.0772,0.206,0.217,0.578,2018-10-01 16:48:03+00:00
441,nytimes,-0.2732,0.0,0.104,0.896,2018-10-01 16:38:02+00:00
442,nytimes,0.0,0.0,0.0,1.0,2018-10-01 16:31:11+00:00
443,nytimes,0.5574,0.184,0.0,0.816,2018-10-01 16:28:03+00:00
444,nytimes,-0.9149,0.0,0.615,0.385,2018-10-01 16:18:05+00:00
445,nytimes,-0.5233,0.0,0.403,0.597,2018-10-01 16:08:04+00:00
446,nytimes,0.6249,0.221,0.0,0.779,2018-10-01 15:56:01+00:00
447,nytimes,-0.6808,0.0,0.219,0.781,2018-10-01 15:48:04+00:00
448,nytimes,-0.3818,0.0,0.157,0.843,2018-10-01 15:35:57+00:00
449,nytimes,0.3612,0.102,0.0,0.898,2018-10-01 15:28:06+00:00
450,nytimes,-0.34,0.0,0.139,0.861,2018-10-01 15:18:06+00:00
451,nytimes,0.4939,0.176,0.0,0.824,2018-10-01 15:10:28+00:00
452,nytimes,-0.4404,0.0,0.121,0.879,2018-10-01 15:08:17+00:00
453,nytimes,0.296,0.128,0.0,0.872,2018-10-01 14:58:00+00:00
454,nytimes,0.0,0.0,0.0,1.0,2018-10-01 14:48:03+00:00
455,nytimes,0.0,0.0,0.0,1.0,2018-10-01 14:38:02+00:00
456,nytimes,-0.25,0.083,0.13,0.787,2018-10-01 14:28:02+00:00
457,nytimes,0.0,0.0,0.0,1.0,2018-10-01 14:18:04+00:00
458,nytimes,0.3818,0.23,0.145,0.625,2018-10-01 14:11:03+00:00
459,nytimes,0.0,0.0,0.0,1.0,2018-10-01 14:00:15+00:00
460,nytimes,0.5994,0.246,0.0,0.754,2018-10-01 13:50:07+00:00
461,nytimes,-0.5574,0.0,0.167,0.833,2018-10-01 13:40:05+00:00
462,nytimes,0.0,0.0,0.0,1.0,2018-10-01 13:31:04+00:00
463,nytimes,-0.1531,0.0,0.086,0.914,2018-10-01 13:20:02+00:00
464,nytimes,-0.3612,0.0,0.116,0.884,2018-10-01 13:11:06+00:00
465,nytimes,0.0,0.0,0.0,1.0,2018-10-01 13:00:15+00:00
466,nytimes,-0.7096,0.0,0.197,0.803,2018-10-01 12:50:08+00:00
467,nytimes,0.0,0.0,0.0,1.0,2018-10-01 12:30:04+00:00
468,nytimes,-0.296,0.0,0.104,0.896,2018-10-01 12:21:02+00:00
469,nytimes,-0.2263,0.0,0.083,0.917,2018-10-01 12:20:05+00:00
470,nytimes,-0.2732,0.0,0.1,0.9,2018-10-01 12:10:07+00:00
471,nytimes,0.0,0.0,0.0,1.0,2018-10-01 12:00:02+00:00
472,nytimes,0.1531,0.159,0.177,0.664,2018-10-01 11:50:08+00:00
473,nytimes,0.4215,0.135,0.0,0.865,2018-10-01 11:40:06+00:00
474,nytimes,0.5106,0.142,0.0,0.858,2018-10-01 11:31:07+00:00
475,nytimes,0.3699,0.146,0.087,0.768,2018-10-01 11:20:06+00:00
476,nytimes,-0.128,0.0,0.081,0.919,2018-10-01 11:11:04+00:00
477,nytimes,0.0,0.0,0.0,1.0,2018-10-01 11:00:14+00:00
478,nytimes,-0.5859,0.115,0.27,0.615,2018-10-01 10:44:02+00:00
479,nytimes,-0.5574,0.113,0.263,0.625,2018-10-01 10:30:03+00:00
480,nytimes,0.4019,0.114,0.0,0.886,2018-10-01 10:13:03+00:00
481,nytimes,-0.4588,0.196,0.268,0.536,2018-10-01 10:12:03+00:00
482,nytimes,0.0,0.0,0.0,1.0,2018-10-01 10:11:01+00:00
483,nytimes,0.2732,0.095,0.0,0.905,2018-10-01 10:04:05+00:00
484,nytimes,-0.25,0.134,0.215,0.65,2018-10-01 09:52:18+00:00
485,nytimes,-0.25,0.0,0.087,0.913,2018-10-01 09:45:03+00:00
486,nytimes,0.5574,0.184,0.0,0.816,2018-10-01 09:30:09+00:00
487,nytimes,0.0,0.0,0.0,1.0,2018-10-01 09:15:06+00:00
488,nytimes,0.0,0.0,0.0,1.0,2018-10-01 09:00:03+00:00
489,nytimes,-0.0772,0.163,0.136,0.7,2018-10-01 08:45:02+00:00
490,nytimes,0.0,0.0,0.0,1.0,2018-10-01 08:30:05+00:00
491,nytimes,0.0,0.0,0.0,1.0,2018-10-01 08:15:01+00:00
492,nytimes,0.6249,0.17,0.0,0.83,2018-10-01 08:00:06+00:00
493,nytimes,0.0,0.0,0.0,1.0,2018-10-01 07:53:23+00:00
494,nytimes,-0.4215,0.073,0.151,0.776,2018-10-01 07:45:06+00:00
495,nytimes,0.7351,0.246,0.0,0.754,2018-10-01 07:30:08+00:00
496,nytimes,0.2263,0.091,0.0,0.909,2018-10-01 07:15:03+00:00
497,nytimes,0.4404,0.121,0.0,0.879,2018-10-01 07:00:10+00:00
498,nytimes,0.7184,0.429,0.0,0.571,2018-10-01 06:45:02+00:00
499,nytimes,0.0,0.0,0.0,1.0,2018-10-01 06:30:06+00:00
